trial,context,question,correct,incorrect,scores_target,scores_target_npnlg,generation_correct,generation_score_correct,scores_distractor,scores_distractor_npnlg,generation_distractor,generation_score_distractor,production_decoded
75,"Italian meal structure -- Italian meal structure is typical of the Mediterranean region and different from meal structure of Northern Europe / Northwestern Europe and Germanic and Slavic Europe, though it still often consists of breakfast, lunch, and supper. However, much less emphasis is placed on breakfast, and breakfast itself is often skipped or involves lighter meal portions than are seen in other non-Mediterranean Western countries. Late-morning and mid-afternoon snacks, called merenda (plural merende), are also often included in this meal structure. Italians also commonly divide a celebratory meal into several different courses.",are breakfast lunch and dinner always served in italy,No,Yes,-0.8729127645492554,-2.6187381744384766,NONE,,-1.0614056587219238,-3.1842169761657715,NONE,,"<s> Context: Italian meal structure -- Italian meal structure is typical of the Mediterranean region and different from meal structure of Northern Europe / Northwestern Europe and Germanic and Slavic Europe, though it still often consists of breakfast, lunch, and supper. However, much less emphasis is placed on breakfast, and breakfast itself is often skipped or involves lighter meal portions than are seen in other non-Mediterranean Western countries. Late-morning and mid-afternoon snacks, called merenda (plural merende), are also often included in this meal structure. Italians also commonly divide a celebratory meal into several different courses.
Question: are breakfast lunch and dinner always served in italy
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""yes"".
\end{code}

My current code is:"
76,"Sheet pan -- A sheet pan, baking tray or baking sheet is a flat, rectangular metal pan used in an oven. It is often used for baking bread rolls, pastries and flat products such as cookies, sheet cakes, swiss rolls and pizzas.",is a cookie sheet the same as a sheet pan,Yes,No,-0.9198064804077148,-2.7594194412231445,NONE,,-0.8936182856559753,-2.6808547973632812,NONE,,"<s> Context: Sheet pan -- A sheet pan, baking tray or baking sheet is a flat, rectangular metal pan used in an oven. It is often used for baking bread rolls, pastries and flat products such as cookies, sheet cakes, swiss rolls and pizzas.
Question: is a cookie sheet the same as a sheet pan
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer yes.

Context: Sheet pan -- A sheet pan, baking"
77,"Worcestershire sauce -- The ``flavourings'' are believed to include cloves, soy sauce, lemons, pickles and peppers.",is soy sauce and worcester sauce the same,No,Yes,-0.8975580930709839,-2.692674160003662,NONE,,-1.1624863147735596,-3.4874587059020996,NONE,,"<s> Context: Worcestershire sauce -- The ``flavourings'' are believed to include cloves, soy sauce, lemons, pickles and peppers.
Question: is soy sauce and worcester sauce the same
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer 'no'

Correct answer:

no

Explan"
78,"Ford Escape -- At the time, larger sport utility vehicles tended to use pickup truck-based, body-on-frame designs. Other car makers, Jeep, Toyota and Honda had been offering smaller unibody designs, the Jeep Cherokee (XJ), RAV4 and CR-V respectively. Solid rear axles were commonly used on the full sized truck based SUVs and Jeep Cherokee due to their ability to carry heavy loads at the expense of a comfortable ride and good handling. Ford and Mazda decided to offer a car-like, unibody design with a fully independent suspension and rack and pinion steering similar to the RAV4 and CR-V, the Escape. Although not meant for serious off-roading, a full-time all-wheel-drive (AWD) system supplied by Dana was optional, which included a locking center differential activated by a switch on the dashboard. The AWD system normally sends most of the power from the engine to the front wheels. If slipping is detected at the front, more power will be sent to the rear wheels in a fraction of a second. The four wheel drive system was a newer version of Ford's ``Control Trac'' 4x4 system, dubbed the Control Trac II 4WD in the Escape. This system allowed the front wheels to receive 100% of the torque until a slip was detected. Using a Rotary Blade Coupling, the rear wheels could be sent up to 100% of the power in fractions of a second. When switching the system from ``Auto'' to ``On,'' the front and rear axles are locked at a 50/50 split; the reaction time necessary to engage the rear wheels is reduced via an integrated bypass clutch. The Control Trac II system allows for a four-wheel drive vehicle without the use of a center differential. The entire braking system was built by Continental Teves, including the ABS and various related suspension components. CKD production began in 2002 at Ford Lio Ho Motor Co. in Taiwan for various Asian markets.",is ford escape a 4 wheel drive vehicle,Yes,No,-0.9874864816665649,-2.9624593257904053,NONE,,-0.9527859687805176,-2.8583579063415527,NONE,,"<s> Context: Ford Escape -- At the time, larger sport utility vehicles tended to use pickup truck-based, body-on-frame designs. Other car makers, Jeep, Toyota and Honda had been offering smaller unibody designs, the Jeep Cherokee (XJ), RAV4 and CR-V respectively. Solid rear axles were commonly used on the full sized truck based SUVs and Jeep Cherokee due to their ability to carry heavy loads at the expense of a comfortable ride and good handling. Ford and Mazda decided to offer a car-like, unibody design with a fully independent suspension and rack and pinion steering similar to the RAV4 and CR-V, the Escape. Although not meant for serious off-roading, a full-time all-wheel-drive (AWD) system supplied by Dana was optional, which included a locking center differential activated by a switch on the dashboard. The AWD system normally sends most of the power from the engine to the front wheels. If slipping is detected at the front, more power will be sent to the rear wheels in a fraction of a second. The four wheel drive system was a newer version of Ford's ``Control Trac'' 4x4 system, dubbed the Control Trac II 4WD in the Escape. This system allowed the front wheels to receive 100% of the torque until a slip was detected. Using a Rotary Blade Coupling, the rear wheels could be sent up to 100% of the power in fractions of a second. When switching the system from ``Auto'' to ``On,'' the front and rear axles are locked at a 50/50 split; the reaction time necessary to engage the rear wheels is reduced via an integrated bypass clutch. The Control Trac II system allows for a four-wheel drive vehicle without the use of a center differential. The entire braking system was built by Continental Teves, including the ABS and various related suspension components. CKD production began in 2002 at Ford Lio Ho Motor Co. in Taiwan for various Asian markets.
Question: is ford escape a 4 wheel drive vehicle
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer yes

Comment: This is a question for the owner's manual."
79,"Death of a Bachelor -- Death of a Bachelor is the fifth studio album by American rock band Panic! at the Disco, released January 15, 2016 on Fueled by Ramen and DCD2. It is the follow-up to the band's fourth studio album, Too Weird to Live, Too Rare to Die! (2013), with the entire album written and recorded by vocalist/multi-instrumentalist Brendon Urie, among external writers. It is the band's first album to not feature drummer Spencer Smith and also follows bassist Dallon Weekes' departure from the official line-up, subsequently becoming a touring member once again.",did brendon urie wrote death of a bachelor,Yes,No,-1.004590392112732,-3.0137710571289062,NONE,,-1.023643970489502,-3.0709316730499268,NONE,,"<s> Context: Death of a Bachelor -- Death of a Bachelor is the fifth studio album by American rock band Panic! at the Disco, released January 15, 2016 on Fueled by Ramen and DCD2. It is the follow-up to the band's fourth studio album, Too Weird to Live, Too Rare to Die! (2013), with the entire album written and recorded by vocalist/multi-instrumentalist Brendon Urie, among external writers. It is the band's first album to not feature drummer Spencer Smith and also follows bassist Dallon Weekes' departure from the official line-up, subsequently becoming a touring member once again.
Question: did brendon urie wrote death of a bachelor
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""no"".

Context: Death of a Bachelor -- Death of a"
80,"Separation of church and state in the United States -- ``Separation of church and state'' is paraphrased from Thomas Jefferson and used by others in expressing an understanding of the intent and function of the Establishment Clause and Free Exercise Clause of the First Amendment to the Constitution of the United States which reads: ``Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof...''",does the first amendment separate church and state,Yes,No,-1.0429913997650146,-3.128973960876465,NONE,,-1.0630980730056763,-3.1892940998077393,NONE,,"<s> Context: Separation of church and state in the United States -- ``Separation of church and state'' is paraphrased from Thomas Jefferson and used by others in expressing an understanding of the intent and function of the Establishment Clause and Free Exercise Clause of the First Amendment to the Constitution of the United States which reads: ``Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof...''
Question: does the first amendment separate church and state
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""yes""

Context: Separation of church and state in the"
81,"Houston Texans -- The Houston Texans joined the league at the 2002 NFL season, playing at the newly founded Reliant Stadium. With their opening game victory over the Dallas Cowboys that season, the team became the first expansion team to win its opening game since the Minnesota Vikings beat the Chicago Bears in 1961. While the team struggled in early seasons, results began to improve once native Houstonian Gary Kubiak became the head coach in 2006. The Texans finished with a .500 season (8-8) in both 2007 and 2008, and nearly qualified for the 2009--10 NFL playoffs with a 9--7 result in 2009. In 2010, the team started the season on a 4--2 record going into a Week 7 bye week, but promptly collapsed 2--8 in the second part of the season, finishing 6--10. In the 2011 NFL Draft, the Texans acquired Wisconsin star defensive end J.J. Watt eleventh overall. The following season, former Cowboys head coach Wade Phillips was hired as the defensive coordinator of the Texans, and the improved defense led to the Texans finishing 10--6, winning their first AFC South title. The Texans then beat wild card Cincinnati Bengals 31--10 in the first round of the 2011--12 NFL playoffs, before a 20--13 defeat by the Ravens in the semifinals.",have the houston texans ever won a playoff game,Yes,No,-1.0443295240402222,-3.132988452911377,NONE,,-0.966221809387207,-2.898665428161621,NONE,,"<s> Context: Houston Texans -- The Houston Texans joined the league at the 2002 NFL season, playing at the newly founded Reliant Stadium. With their opening game victory over the Dallas Cowboys that season, the team became the first expansion team to win its opening game since the Minnesota Vikings beat the Chicago Bears in 1961. While the team struggled in early seasons, results began to improve once native Houstonian Gary Kubiak became the head coach in 2006. The Texans finished with a .500 season (8-8) in both 2007 and 2008, and nearly qualified for the 2009--10 NFL playoffs with a 9--7 result in 2009. In 2010, the team started the season on a 4--2 record going into a Week 7 bye week, but promptly collapsed 2--8 in the second part of the season, finishing 6--10. In the 2011 NFL Draft, the Texans acquired Wisconsin star defensive end J.J. Watt eleventh overall. The following season, former Cowboys head coach Wade Phillips was hired as the defensive coordinator of the Texans, and the improved defense led to the Texans finishing 10--6, winning their first AFC South title. The Texans then beat wild card Cincinnati Bengals 31--10 in the first round of the 2011--12 NFL playoffs, before a 20--13 defeat by the Ravens in the semifinals.
Question: have the houston texans ever won a playoff game
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer no.

Context: The Houston Texans are a professional American football team"
82,"United States Air Force in the United Kingdom -- Since 1942 the United States has maintained air bases in the United Kingdom. Major Commands of the USAF having bases in the United Kingdom were the United States Air Forces in Europe (USAFE), Strategic Air Command (SAC), and Air Mobility Command (AMC).",are there us military bases in the uk,Yes,No,-0.9135456085205078,-2.7406368255615234,NONE,,-1.031092882156372,-3.093278408050537,NONE,,"<s> Context: United States Air Force in the United Kingdom -- Since 1942 the United States has maintained air bases in the United Kingdom. Major Commands of the USAF having bases in the United Kingdom were the United States Air Forces in Europe (USAFE), Strategic Air Command (SAC), and Air Mobility Command (AMC).
Question: are there us military bases in the uk
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer yes.

Context: United States Air Force in the United Kingdom -- Since"
83,"T. Rex (band) -- On 18 March 1972, T. Rex played two shows at the Empire Pool, Wembley, which were filmed by Ringo Starr and his crew for Apple Films. A large part of the second show was included on Bolan's own rock film Born to Boogie, while bits and pieces of the first show can be seen throughout the film's end-credits. Along with T. Rex and Starr, Born to Boogie also features Elton John, who jammed with the friends to create rocking studio versions of ``Children of the Revolution'' and ``Tutti Frutti''; Elton John had appeared on TV with Bolan before, miming the piano part of ``Get it On'' on the 1971 Christmas edition of Top of the Pops.",did elton john ever play with t rex,Yes,No,-1.0522010326385498,-3.1566030979156494,NONE,,-1.0133949518203735,-3.040184736251831,NONE,,"<s> Context: T. Rex (band) -- On 18 March 1972, T. Rex played two shows at the Empire Pool, Wembley, which were filmed by Ringo Starr and his crew for Apple Films. A large part of the second show was included on Bolan's own rock film Born to Boogie, while bits and pieces of the first show can be seen throughout the film's end-credits. Along with T. Rex and Starr, Born to Boogie also features Elton John, who jammed with the friends to create rocking studio versions of ``Children of the Revolution'' and ``Tutti Frutti''; Elton John had appeared on TV with Bolan before, miming the piano part of ``Get it On'' on the 1971 Christmas edition of Top of the Pops.
Question: did elton john ever play with t rex
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer yes because I know that Elton John played with T. Rex in the"
84,"List of sign languages -- There are perhaps three hundred sign languages in use around the world today. The number is not known with any confidence; new sign languages emerge frequently through creolization and de novo (and occasionally through language planning). In some countries, such as Sri Lanka and Tanzania, each school for the deaf may have a separate language, known only to its students and sometimes denied by the school; on the other hand, countries may share sign languages, though sometimes under different names (Croatian and Serbian, Indian and Pakistani). Deaf sign languages also arise outside educational institutions, especially in village communities with high levels of congenital deafness, but there are significant sign languages developed for the hearing as well, such as the speech-taboo languages used in aboriginal Australia. Scholars are doing field surveys to identify the world's sign languages.",does every country have their own sign language,No,Yes,-0.9098812341690063,-2.7296435832977295,NONE,,-0.9898837804794312,-2.969651222229004,NONE,,"<s> Context: List of sign languages -- There are perhaps three hundred sign languages in use around the world today. The number is not known with any confidence; new sign languages emerge frequently through creolization and de novo (and occasionally through language planning). In some countries, such as Sri Lanka and Tanzania, each school for the deaf may have a separate language, known only to its students and sometimes denied by the school; on the other hand, countries may share sign languages, though sometimes under different names (Croatian and Serbian, Indian and Pakistani). Deaf sign languages also arise outside educational institutions, especially in village communities with high levels of congenital deafness, but there are significant sign languages developed for the hearing as well, such as the speech-taboo languages used in aboriginal Australia. Scholars are doing field surveys to identify the world's sign languages.
Question: does every country have their own sign language
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer yes

Comment: In some countries, there are several different sign languages."
85,"Freepost -- Freepost is a postal service provided by various postal administrations, whereby a person sends mail without affixing postage, and the recipient pays the postage when collecting the mail. Freepost differs from self-addressed stamped envelopes, courtesy reply mail, and metered reply mail in that the recipient of the freepost pays only for those items that are actually received, rather than for all that are distributed.",do i need a stamp if it says freepost,No,Yes,-0.8740441203117371,-2.6221323013305664,NONE,,-1.1305092573165894,-3.3915276527404785,NONE,,"<s> Context: Freepost -- Freepost is a postal service provided by various postal administrations, whereby a person sends mail without affixing postage, and the recipient pays the postage when collecting the mail. Freepost differs from self-addressed stamped envelopes, courtesy reply mail, and metered reply mail in that the recipient of the freepost pays only for those items that are actually received, rather than for all that are distributed.
Question: do i need a stamp if it says freepost
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer:

no

Because:

Freepost is a postal"
86,"Hornet -- Hornets have stings used to kill prey and defend hives. Hornet stings are more painful to humans than typical wasp stings because hornet venom contains a large amount (5%) of acetylcholine. Individual hornets can sting repeatedly; unlike honey bees, hornets and wasps do not die after stinging because their stingers are not barbed and are not pulled out of their bodies.",do bees and hornets have the same venom,No,Yes,-0.8196578025817871,-2.4589734077453613,NONE,,-1.2300312519073486,-3.690093517303467,NONE,,"<s> Context: Hornet -- Hornets have stings used to kill prey and defend hives. Hornet stings are more painful to humans than typical wasp stings because hornet venom contains a large amount (5%) of acetylcholine. Individual hornets can sting repeatedly; unlike honey bees, hornets and wasps do not die after stinging because their stingers are not barbed and are not pulled out of their bodies.
Question: do bees and hornets have the same venom
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer no, because I know that bees and hornets are different animals."
87,"Identity documents in the United States -- The birth certificate is the initial identification document issued to parents shortly after the birth of their child. The birth certificate is typically issued by local governments, usually the city or county where a child is born. It is an important record, often called a ``feeder document,'' because it establishes U.S. citizenship through birthright citizenship, which is then used to obtain, or is the basis for, all other identity documents. By itself, the birth certificate is usually only considered proof of citizenship but not proof of identity, since it is issued without a photograph at birth, containing no identifying features. A birth certificate is normally produced along with proof of identity, such as a driver's license or the testimony of a third party (such as a parent), to establish identity or entitlement to a service.",does birth certificate count as a form of id,No,Yes,-1.0707964897155762,-3.2123892307281494,NONE,,-0.9592980146408081,-2.8778939247131348,NONE,,"<s> Context: Identity documents in the United States -- The birth certificate is the initial identification document issued to parents shortly after the birth of their child. The birth certificate is typically issued by local governments, usually the city or county where a child is born. It is an important record, often called a ``feeder document,'' because it establishes U.S. citizenship through birthright citizenship, which is then used to obtain, or is the basis for, all other identity documents. By itself, the birth certificate is usually only considered proof of citizenship but not proof of identity, since it is issued without a photograph at birth, containing no identifying features. A birth certificate is normally produced along with proof of identity, such as a driver's license or the testimony of a third party (such as a parent), to establish identity or entitlement to a service.
Question: does birth certificate count as a form of id
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""yes""

Context: Identity documents in the United States -- The birth"
88,"Lisa Cuddy -- The relationship between House and Cuddy is known by the portmanteau term ``Huddy''. Cuddy has what USA Today's Peter Johnson terms a ``cat-and-mouse'' relationship with House. Edelstein has described it as ``a really complicated, adult relationship'', explaining: ``These are people who have very full lives and lots of responsibilities that perhaps conflict with their feelings for each other.'' The actress ``would love for them to have a (romantic) relationship, because it could be as complicated as the rest of their relationship'', however, she is unsure how it would affect the dynamics of the show. Jacobs commented at the end of the show's third season: ``I can't see them pairing them in a permanent fashion. But they are close; they have gone through a lot together. Might there be a moment of weakness in which the two might explore their chemistry? Maybe.'' Questioned at the end of the fourth season on whether Cuddy and House would ever consummate their relationship on-screen, Jacobs responded: ``there is heat and chemistry between them and I never want to see that go away because that is the essence of their relationship. (...) we'll never ignore (their chemistry) because, as I said, it's the very essence of them. She wouldn't forgive him over and over again if he wasn't so brilliant in her eyes, clearly she's got a soft spot for him. And he has one for her. You will continue to see that.'' Prior to the beginning of the fifth season, series creator David Shore discussed his intention to further the relationship between the two, as: ``If House is capable of any relationship with anyone, it's Cuddy. We can't have them dancing around forever.'' Following the fifth season revelation that House had hallucinated a physical relationship with Cuddy, Shore commented on the storyline's continuation into the sixth season: ``it would be dishonest to just let that disappear. Obviously House has feelings for her. Even though the love affair didn't happen, in House's mind it did.'' Edelstein does not know whether the two characters will eventually end up together, however believes that the combination of frustration and love Cuddy feels for House ``makes for a very interesting relationship'', as: ``there's a great deal of admiration and respect, and also an incredible amount of annoyance and frustration, which is like how most relationships are in your life.'' As of the very end of the Sixth Season finale, Help Me, House and Cuddy appear to have entered a romantic relationship. In the closing minutes of the episode, House came very close to relapsing and taking vicodin once again, at which point Cuddy entered to tell him that she had ended her relationship with Lucas. She professed her love for House, which led to them kissing briefly. A close-up shot of their clasped hands (House's left, Cuddy's right) was the closing shot of the episode, as well as the season. The relationship later ends in season 7; in the episode ``Bombshells''.",do house and cuddy get back together in season 8,No,Yes,-1.0281858444213867,-3.08455753326416,NONE,,-1.0832741260528564,-3.2498221397399902,NONE,,"<s> Context: Lisa Cuddy -- The relationship between House and Cuddy is known by the portmanteau term ``Huddy''. Cuddy has what USA Today's Peter Johnson terms a ``cat-and-mouse'' relationship with House. Edelstein has described it as ``a really complicated, adult relationship'', explaining: ``These are people who have very full lives and lots of responsibilities that perhaps conflict with their feelings for each other.'' The actress ``would love for them to have a (romantic) relationship, because it could be as complicated as the rest of their relationship'', however, she is unsure how it would affect the dynamics of the show. Jacobs commented at the end of the show's third season: ``I can't see them pairing them in a permanent fashion. But they are close; they have gone through a lot together. Might there be a moment of weakness in which the two might explore their chemistry? Maybe.'' Questioned at the end of the fourth season on whether Cuddy and House would ever consummate their relationship on-screen, Jacobs responded: ``there is heat and chemistry between them and I never want to see that go away because that is the essence of their relationship. (...) we'll never ignore (their chemistry) because, as I said, it's the very essence of them. She wouldn't forgive him over and over again if he wasn't so brilliant in her eyes, clearly she's got a soft spot for him. And he has one for her. You will continue to see that.'' Prior to the beginning of the fifth season, series creator David Shore discussed his intention to further the relationship between the two, as: ``If House is capable of any relationship with anyone, it's Cuddy. We can't have them dancing around forever.'' Following the fifth season revelation that House had hallucinated a physical relationship with Cuddy, Shore commented on the storyline's continuation into the sixth season: ``it would be dishonest to just let that disappear. Obviously House has feelings for her. Even though the love affair didn't happen, in House's mind it did.'' Edelstein does not know whether the two characters will eventually end up together, however believes that the combination of frustration and love Cuddy feels for House ``makes for a very interesting relationship'', as: ``there's a great deal of admiration and respect, and also an incredible amount of annoyance and frustration, which is like how most relationships are in your life.'' As of the very end of the Sixth Season finale, Help Me, House and Cuddy appear to have entered a romantic relationship. In the closing minutes of the episode, House came very close to relapsing and taking vicodin once again, at which point Cuddy entered to tell him that she had ended her relationship with Lucas. She professed her love for House, which led to them kissing briefly. A close-up shot of their clasped hands (House's left, Cuddy's right) was the closing shot of the episode, as well as the season. The relationship later ends in season 7; in the episode ``Bombshells''.
Question: do house and cuddy get back together in season 8
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer:

no

Comment: Please don't add spoiler tags"
89,"Staten Island Ferry -- The MV Guy V. Molinari, MV Senator John J. Marchi, and MV Spirit of America, known as the ``Molinari class'', carry a maximum of 4,427 passengers and up to 30 vehicles. Each boat is 310 feet (94 m) long by 70 feet (21 m) wide and has a draft of 13 feet 10 inches (4.22 m), tonnage of 2,794 gross tons, service speed of 16 knots (30 km/h), and engines of 9,000 horsepower (6.7 MW). Built by the Manitowoc Marine Group in Marinette, Wisconsin, they are designed to have a look and ambiance reminiscent of the classic New York ferryboats.",can cars go on the staten island ferry,Yes,No,-0.9745981693267822,-2.9237945079803467,NONE,,-0.9185231924057007,-2.7555694580078125,NONE,,"<s> Context: Staten Island Ferry -- The MV Guy V. Molinari, MV Senator John J. Marchi, and MV Spirit of America, known as the ``Molinari class'', carry a maximum of 4,427 passengers and up to 30 vehicles. Each boat is 310 feet (94 m) long by 70 feet (21 m) wide and has a draft of 13 feet 10 inches (4.22 m), tonnage of 2,794 gross tons, service speed of 16 knots (30 km/h), and engines of 9,000 horsepower (6.7 MW). Built by the Manitowoc Marine Group in Marinette, Wisconsin, they are designed to have a look and ambiance reminiscent of the classic New York ferryboats.
Question: can cars go on the staten island ferry
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""no"".




Context: Staten Island Ferry --"
90,"Chuck Hughes -- Charles Frederick ``Chuck'' Hughes (March 2, 1943 -- October 24, 1971) was an American football player, a wide receiver in the National Football League from 1967 to 1971. He is, to date, the only NFL player to die on the field during a game.",has any nfl player died on the field,Yes,No,-0.9611241221427917,-2.8833723068237305,NONE,,-0.9842208623886108,-2.952662467956543,NONE,,"<s> Context: Chuck Hughes -- Charles Frederick ``Chuck'' Hughes (March 2, 1943 -- October 24, 1971) was an American football player, a wide receiver in the National Football League from 1967 to 1971. He is, to date, the only NFL player to die on the field during a game.
Question: has any nfl player died on the field
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer ""yes"".

Context: Chuck Hughes -- Charles Frederick ``Ch"
91,"500 Days of Summer -- The style of film is presented in a nonlinear narrative. Each scene is introduced using a title card showing which of the 500 days it is. Co-writer of the film Scott Neustadter admitted the film was based on a real romance. Neustadter explains that when he met the real girl who inspired the character Summer as a student at the London School of Economics in 2002, he was rebounding from a bad breakup back home, and promptly fell ``crazily, madly, hopelessly in love'' with the girl who ``returned his kisses but not his ardor.'' The ending of the relationship was ``painfully and unforgettably awful,'' which prompted him to co-write the film with Michael H. Weber. When Neustadter later showed the script to Summer's real life counterpart, she said she related more to the Tom character. Weber also stated that, ``we've all been in the trenches of love, we've all gone through the highs and lows, so Scott and I felt that the only way to tell this story was to come at it from a completely real place. It was pretty interesting for us because Scott was just going through a break-up and I was in a long-term relationship, so we each brought a totally opposite perspective, living it and not living it, and I think that tension helped to bring out more of the comedy''.",is 500 days of summer based on a true story,Yes,No,-1.0102169513702393,-3.0306506156921387,NONE,,-1.0145643949508667,-3.0436930656433105,NONE,,"<s> Context: 500 Days of Summer -- The style of film is presented in a nonlinear narrative. Each scene is introduced using a title card showing which of the 500 days it is. Co-writer of the film Scott Neustadter admitted the film was based on a real romance. Neustadter explains that when he met the real girl who inspired the character Summer as a student at the London School of Economics in 2002, he was rebounding from a bad breakup back home, and promptly fell ``crazily, madly, hopelessly in love'' with the girl who ``returned his kisses but not his ardor.'' The ending of the relationship was ``painfully and unforgettably awful,'' which prompted him to co-write the film with Michael H. Weber. When Neustadter later showed the script to Summer's real life counterpart, she said she related more to the Tom character. Weber also stated that, ``we've all been in the trenches of love, we've all gone through the highs and lows, so Scott and I felt that the only way to tell this story was to come at it from a completely real place. It was pretty interesting for us because Scott was just going through a break-up and I was in a long-term relationship, so we each brought a totally opposite perspective, living it and not living it, and I think that tension helped to bring out more of the comedy''.
Question: is 500 days of summer based on a true story
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""yes"" because it is based on a true story.

Comment:"
92,"Check (chess) -- In informal games, it is customary to announce ``check'' when making a move that puts the opponent's king in check. In formal competitions, however, check is rarely announced.",is it required to say check in chess,No,Yes,-1.0036053657531738,-3.0108158588409424,NONE,,-1.2251155376434326,-3.6753463745117188,NONE,,"<s> Context: Check (chess) -- In informal games, it is customary to announce ``check'' when making a move that puts the opponent's king in check. In formal competitions, however, check is rarely announced.
Question: is it required to say check in chess
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""no"" because in the context it is said that it is customary to"
93,"Ground squirrel -- The ground squirrels are members of the squirrel family of rodents (Sciuridae) which generally live on or in the ground, rather than trees. The term is most often used for the medium-sized ground squirrels, as the larger ones are more commonly known as marmots (genus Marmota) or prairie dogs, while the smaller and less bushy-tailed ground squirrels tend to be known as chipmunks. Together, they make up the ``marmot tribe'' of squirrels, Marmotini, and the large and mainly ground squirrel subfamily Xerinae, and containing six living genera. Well-known members of this largely Holarctic group are the marmots (Marmota), including the American groundhog, the chipmunks, the susliks (Spermophilus), and the prairie dogs (Cynomys). They are highly variable in size and habitus, but most are remarkably able to rise up on their hind legs and stand fully erect comfortably for prolonged periods. They also tend to be far more gregarious than other squirrels, and many live in colonies with complex social structures. Most Marmotini are rather short-tailed and large squirrels, and the alpine marmot (Marmota marmota) is the largest living member of the Sciuridae, at 53--73 cm in length and weighing 5--8 kg.",is a chipmunk the same as a ground squirrel,No,Yes,-0.9394370317459106,-2.8183109760284424,NONE,,-1.0417218208312988,-3.1251654624938965,NONE,,"<s> Context: Ground squirrel -- The ground squirrels are members of the squirrel family of rodents (Sciuridae) which generally live on or in the ground, rather than trees. The term is most often used for the medium-sized ground squirrels, as the larger ones are more commonly known as marmots (genus Marmota) or prairie dogs, while the smaller and less bushy-tailed ground squirrels tend to be known as chipmunks. Together, they make up the ``marmot tribe'' of squirrels, Marmotini, and the large and mainly ground squirrel subfamily Xerinae, and containing six living genera. Well-known members of this largely Holarctic group are the marmots (Marmota), including the American groundhog, the chipmunks, the susliks (Spermophilus), and the prairie dogs (Cynomys). They are highly variable in size and habitus, but most are remarkably able to rise up on their hind legs and stand fully erect comfortably for prolonged periods. They also tend to be far more gregarious than other squirrels, and many live in colonies with complex social structures. Most Marmotini are rather short-tailed and large squirrels, and the alpine marmot (Marmota marmota) is the largest living member of the Sciuridae, at 53--73 cm in length and weighing 5--8 kg.
Question: is a chipmunk the same as a ground squirrel
Which of the following answers would you choose:

yes
no

Your answer:

I would choose the answer ""no"".

My rationale:

I have seen ground squ"
94,"The Whole Ten Yards -- The Whole Ten Yards is a 2004 American crime comedy film directed by Howard Deutch and sequel to the 2000 film The Whole Nine Yards. It was based on characters created by Mitchell Kapner, who was the writer of the first film. The film stars Bruce Willis, Matthew Perry, Amanda Peet, Natasha Henstridge, and Kevin Pollak. It was released on April 7, 2004 in North America. Unlike the first film, which was a commercial success despite receiving mixed reviews, The Whole Ten Yards was a major critical and commercial failure.",is there a sequel to the whole nine yards,Yes,No,-0.8265633583068848,-2.4796900749206543,NONE,,-0.9359265565872192,-2.807779550552368,NONE,,"<s> Context: The Whole Ten Yards -- The Whole Ten Yards is a 2004 American crime comedy film directed by Howard Deutch and sequel to the 2000 film The Whole Nine Yards. It was based on characters created by Mitchell Kapner, who was the writer of the first film. The film stars Bruce Willis, Matthew Perry, Amanda Peet, Natasha Henstridge, and Kevin Pollak. It was released on April 7, 2004 in North America. Unlike the first film, which was a commercial success despite receiving mixed reviews, The Whole Ten Yards was a major critical and commercial failure.
Question: is there a sequel to the whole nine yards
Which of the following answers would you choose:

no
yes

Your answer:

I would choose the answer yes because there is a sequel to the whole nine yards.

Context"
