trial,context,question,correct,incorrect,scores_target,scores_distractor
105,"Halo 2 -- On February 9, 2006, Nick Baron announced that a version of Halo 2 would be released on PC, exclusively for the Windows Vista operating system. While this was a deliberate decision by Microsoft to push sales of Vista, the game could be enabled to play on Windows XP through an unauthorized third-party patch. The game was ported by a small team at Microsoft Game Studios (codenamed Hired Gun) who worked closely with Bungie. As one of the launch titles of Games for Windows -- Live, the game offered Live features not available in the Xbox version, such as guide support and achievements. The Windows port also added two exclusive multiplayer maps and a map editor.",does halo 2 have achievements on xbox 360,No,Yes,-2.8339619636535600,-2.8039841651916500
106,"Queso blanco -- Queso blanco is traditionally made from cow's milk, whereas queso fresco may be made from a combination of cow's and goat's milk. Some versions of these cheeses, such as Oaxaca cheese, melt well when heated, but most only soften.",is queso fresco and queso blanco the same,No,Yes,-2.448946475982670,-2.904151439666750
107,"1966 FIFA World Cup -- The 1966 FIFA World Cup was the eighth FIFA World Cup and was held in England from 11 to 30 July 1966. England beat West Germany 4--2 in the final, winning the Jules Rimet Trophy. It is England's only FIFA World Cup title. They were the fifth nation to win and the third host nation to win after Uruguay in 1930 and Italy in 1934.",did england host the world cup in 1966,Yes,No,-2.66401743888855,-3.514672040939330
108,"Ronnie O'Sullivan -- In the World Championship, O'Sullivan beat David Gilbert 10--7 in the first round. After the match, he refused to attend a mandatory press conference, and also refused to talk to the tournament broadcasters, the BBC. He received a formal warning from World Snooker, and was advised that further breaches of contract would lead to fines. In the second round, he lost 12--13 to Barry Hawkins, his first loss against Hawkins in 14 years and only the second time in 13 years that he had failed to reach the World Championship quarterfinals.",is ronnie o sullivan in the world championship 2016,Yes,No,-3.226482391357420,-2.9089770317077600
109,"Washington Capitals -- The Capitals were founded in 1974 as an expansion franchise, alongside the Kansas City Scouts. Since purchasing the team in 1999, Leonsis revitalized the franchise by drafting star players such as Alexander Ovechkin, Nicklas Backstrom, Mike Green and Braden Holtby. The 2009--10 Capitals won the franchise's first-ever Presidents' Trophy for being the team with the most points at the end of the regular season. They won it a second time in 2015--16, and did so for a third time the following season in 2016--17. In addition to eleven division titles and three Presidents' Trophies, the Capitals have reached the Stanley Cup Finals twice (in 1998 and 2018), winning in 2018.",have the capitals ever win the stanley cup,Yes,No,-3.5042691230773900,-3.183581829071050
110,"Relationship obsessive–compulsive disorder -- In psychology, relationship obsessive--compulsive disorder (ROCD) is a form of obsessive--compulsive disorder focusing on intimate relationships. Such obsessions can become extremely distressing and debilitating, having negative impacts on relationships functioning.",is there a disorder for being obsessed with someone,Yes,No,-2.517646312713620,-3.1041126251220700
111,"Differentiable function -- A function f is said to be continuously differentiable if the derivative f′(x) exists and is itself a continuous function. Though the derivative of a differentiable function never has a jump discontinuity, it is possible for the derivative to have an essential discontinuity. For example, the function",is the derivative of a continuous function always continuous,No,Yes,-2.5881993770599400,-3.2008044719696000
112,"Call of Duty: Black Ops III -- Black Ops III takes place in 2065, 40 years after the events of Black Ops II, in a world facing upheaval from climate change and new technologies. Similar to its predecessors, the story follows a group of black ops soldiers. The game's campaign is designed to support 4-player cooperative gameplay, allowing for bigger, more open level design and less corridor shooting. As the player character is cybernetically enhanced, players have access to various special activities. The game also features a standalone Zombies mode, and a ``Nightmares'' mode which replaces all enemies as zombies.",does call of duty black ops 3 have zombies,Yes,No,-2.951899290084840,-3.1797986030578600
113,"Red-eared slider -- The red-eared slider originated from the area around the Mississippi River and the Gulf of Mexico, in warm climates in the southeastern United States. Their native areas range from the southeast of Colorado to Virginia and Florida. In nature, they inhabit areas with a source of still, warm water, such as ponds, lakes, swamps, creeks, streams, or slow-flowing rivers. They live in areas of calm water where they are able to leave the water easily by climbing onto rocks or tree trunks so they can warm up in the sun. Individuals are often found sunbathing in a group or even on top of each other. They also require abundant aquatic plants, as these are the adults' main food, although they are omnivores. Turtles in the wild always remain close to water unless they are searching for a new habitat or when females leave the water to lay their eggs.",can red eared sliders live in the ocean,No,Yes,-2.5157759189605700,-3.3505828380584700
114,Closing (real estate) -- Closing (also referred to as completion or settlement) is the final step in executing a real estate transaction.,is closing date the same as settlement date,Yes,No,-2.609875202178960,-2.50886607170105
115,"Groundhog -- The groundhog is the largest sciurid in its geographical range. Adults are 16 to 20 inches long, including a six inch tail. A large woodchuck thought to weigh twenty pounds when carried was exactly half that weight when weighed by scale. Woodchuck weight ranges from five to twelve pounds. Extremely large individuals may weigh up to 15 pounds. Seasonal weight changes indicate circannual deposition and use of fat. Progressive higher weights are attained each year for the first 2--3 years after which weights plateau. Groundhogs have four incisor teeth which grow 1/16'' per week. Constant usage wears them down again by about that much each week. Unlike the incisors of other rodents, the incisors of groundhogs are white to ivory white. Groundhogs are well adapted for digging, with short, powerful limbs and curved, thick claws. Unlike other sciurids, the groundhog's spine is curved, more like that of a mole, and the tail is comparably shorter as well -- only about one-fourth of body length. Suited to their temperate habitat, groundhogs are covered with two coats of fur: a dense grey undercoat and a longer coat of banded guard hairs that gives the groundhog its distinctive ``frosted'' appearance.",is a groundhog and a mole the same thing,No,Yes,-2.4413139820098900,-3.4386188983917200
116,"Friday Night Lights (film) -- Friday Night Lights is a 2004 American sports drama film, directed by Peter Berg. The film follows the coach and players of a high school football team in the Texas city of Odessa, which supported and was obsessed with them. The book on which it was based, Friday Night Lights: A Town, a Team, and a Dream (1990) by H.G. Bissinger, followed the story of the 1988 Permian High School Panthers football team as they made a run towards the state championship. A television series of the same name premiered on October 3, 2006 on NBC. The film won the Best Sports Movie ESPY Award and was ranked number 37 on Entertainment Weekly's list of the Best High School Movies.",was friday night lights based on a true story,Yes,No,-2.9769515991210900,-3.1250548362731900
117,"Ocular dominance -- Ocular dominance, sometimes called eye preference or eyedness, is the tendency to prefer visual input from one eye to the other. It is somewhat analogous to the laterality of right- or left-handedness; however, the side of the dominant eye and the dominant hand do not always match. This is because both hemispheres control both eyes, but each one takes charge of a different half of the field of vision, and therefore a different half of both retinas (See Optic Tract for more details). There is thus no direct analogy between ``handedness'' and ``eyedness'' as lateral phenomena.",is there such thing as a dominant eye,Yes,No,-2.66912841796875,-3.3998093605041500
118,"I Can Only Imagine (film) -- Years later, Millard is in Lakeside high school and dating Shannon. Hoping to impress his father, he begins playing football. However, he is injured, breaking both ankles and ending his career. In order to make up the credits he would miss from football, he signs up for music class, the only available class left. Initially, Millard is assigned to be a sound technician. After the director catches him singing in the empty auditorium of Lakeside high school, she casts him as Curly, the lead role in the school production of Oklahoma. He doesn't tell his father of his role in the play, and while Bart has risen to the singing demands of the part, Arthur subsequently collapses with severe abdominal pain, but refuses to tell Bart or Shannon about his cancer diagnosis. The following morning, Millard voices his frustrations with his father and is assaulted by his father, who smashes a plate over his head. Shannon presses Bart to open up, but he responds by breaking up with her and leaving to seek his fortune in the city after graduation.",did bart millard sing in movie i can only imagine,Yes,No,-3.2756285667419400,-3.007774591445920
119,"Wall Street Crash of 1929 -- The Wall Street Crash of 1929, also known as Black Tuesday (October 29), the Great Crash, or the Stock Market Crash of 1929, began on October 24, 1929 (``Black Thursday''), and was the most devastating stock market crash in the history of the United States, when taking into consideration the full extent and duration of its after effects. The crash, which followed the London Stock Exchange's crash of September, signalled the beginning of the 12-year Great Depression that affected all Western industrialized countries.",did the stock market crash of 1929 caused the great depression,Yes,No,-3.1420552730560300,-3.0297582149505600
120,"Untitled Avengers film -- The untitled Avengers film, colloquially referred to as Avengers 4, is an upcoming American superhero film based on the Marvel Comics superhero team the Avengers, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures. It is intended to be the direct sequel to 2018's Avengers: Infinity War, as well as the sequel to 2012's Marvel's The Avengers and 2015's Avengers: Age of Ultron and the twenty-second film in the Marvel Cinematic Universe (MCU). The film is directed by Anthony and Joe Russo, with a screenplay by the writing team of Christopher Markus and Stephen McFeely, and features an ensemble cast with many actors from previous MCU films.",is there going to be a second part of infinity war,Yes,No,-2.9857077598571800,-3.3112306594848600
121,"Star Trek: Discovery (season 2) -- The second season of the American television series Star Trek: Discovery is set roughly a decade before the events of the original Star Trek series, and follows the crew of the USS Discovery. The season will be produced by CBS Television Studios in association with Secret Hideout, Roddenberry Entertainment, and Living Dead Guy Productions, with Alex Kurtzman serving as showrunner.",did star trek discovery get a second season,Yes,No,-2.8572769165039100,-3.1834287643432600
122,"Property tax -- Property tax or 'house tax' is a local tax on buildings, along with appurtenant land. It is and imposed on the Possessor (not the custodian of property as per 1978, 44th amendment of constitution). It resembles the US-type wealth tax and differs from the excise-type UK rate. The tax power is vested in the states and is delegated to local bodies, specifying the valuation method, rate band, and collection procedures. The tax base is the annual rental value (ARV) or area-based rating. Owner-occupied and other properties not producing rent are assessed on cost and then converted into ARV by applying a percentage of cost, usually four percent. Vacant land is generally exempt. Central government properties are exempt. Instead a 'service charge' is permissible under executive order. Properties of foreign missions also enjoy tax exemption without requiring reciprocity. The tax is usually accompanied by service taxes, e.g., water tax, drainage tax, conservancy (sanitation) tax, lighting tax, all using the same tax base. The rate structure is flat on rural (panchayat) properties, but in the urban (municipal) areas it is mildly progressive with about 80% of assessments falling in the first two brackets.",is house tax and property tax are same,Yes,No,-3.3079848289489700,-3.333083391189580
123,"Antagonist -- An antagonist is a character, group of characters, institution or concept that stands in or represents opposition against which the protagonist(s) must contend. In other words, an antagonist is a person or a group of people who opposes a protagonist.",does the antagonist always have to be a person,No,Yes,-2.531599521636960,-3.9018325805664100
124,"The Crew 2 -- The game features a nonlinear story, that follows the unnamed player character as they go to become a racing icon in the United States by winning in all racing disciplines available in the game. There are four disciplines: Street Racing, Off Road, Freestyle and Pro Racing. In Street Racing, the player is assisted by Latrell. In Off Road, the player is assisted by Tucker ``Tuck'' Morgan. In Freestyle, the player is assisted by Sofia and her father. In Pro Racing, the player is assisted by Alexis.",does the crew 2 have a story line,No,Yes,-3.116758346557620,-3.0459771156311000
125,"Mithridatism -- There are only a few, if any, practical uses of mithridatism. Venomous snake handler Bill Haast used this method. Snake handlers from Burma are said to tattoo themselves with snake venom for the same reason.",can you build up immunity to snake venom,Yes,No,-2.6401004791259800,-3.2443113327026400
126,"List of glaciers in Glacier National Park (U.S.) -- There are at least 35 named glaciers in Glacier National Park (U.S.). In 1850, the area now comprising the national park had 150 glaciers. There are 25 active glaciers remaining in the park today. Since the ice ages stopped 10,000 years ago, there have been many slight climate shifts causing periods of glacier growth or melt-back. The glaciers are currently being studied to see the effect of global warming It is estimated that if current warming trends continue, there will be no glaciers left in the park by 2030.",is there a glacier at glacier national park,Yes,No,-2.881289005279540,-2.6023716926574700
127,"Israel at the FIFA World Cup -- This is a record of Israel's results at the FIFA World Cup. They have qualified for the tournament on one occasion, in 1970. Israel qualified for the 1970 World Cup as an Asian team. Soon after this, they were expelled from the Asian Football Confederation, and now compete in the European zone as a member of UEFA.",has israel ever qualified for the world cup,Yes,No,-3.183370351791380,-2.838391065597530
128,"Polyadenylation -- In as different groups as animals and trypanosomes, the mitochondria contain both stabilising and destabilising poly(A) tails. Destabilising polyadenylation targets both mRNA and noncoding RNAs. The poly(A) tails are 43 nucleotides long on average. The stabilising ones start at the stop codon, and without them the stop codon (UAA) is not complete as the genome only encodes the U or UA part. Plant mitochondria have only destabilising polyadenylation, and yeast mitochondria have no polyadenylation at all.",is the poly a tail added immediately after the stop codon,Yes,No,-3.0152196884155300,-3.2167890071868900
129,"Abu Dhabi -- Abu Dhabi (US: /ˈɑːbuː ˈdɑːbi/, UK: /ˈæbuː/; Arabic: أبو ظبي Abū Ẓabī (ɐˈbuˈðʕɑbi)) is the capital and the second most populous city of the United Arab Emirates (the most populous being Dubai), and also capital of the Emirate of Abu Dhabi, the largest of the UAE's seven emirates. Abu Dhabi lies on a T-shaped island jutting into the Persian Gulf from the central western coast. The city of Abu Dhabi has an estimated population of 1.8 million in 2016.",is abu dhabi and dubai the same place,No,Yes,-2.639484167099000,-3.300715208053590
130,"Journey 2: The Mysterious Island -- Journey 2: The Mysterious Island is a 2012 American science fiction comedy adventure film directed by Brad Peyton and produced by Beau Flynn, Tripp Vinson and Charlotte Huggins. It is the sequel to Journey to the Center of the Earth (2008). Following the first film, the sequel is based on another Jules Verne novel, this time The Mysterious Island. The film stars Dwayne ``The Rock'' Johnson, Michael Caine, Josh Hutcherson, Vanessa Hudgens, Luis Guzmán, and Kristin Davis. The story was written by Richard Outten, Brian Gunn and Mark Gunn, and the screenplay by Brian and Mark Gunn. Journey 2: The Mysterious Island was released in cinemas on February 10, 2012 by Warner Bros. Pictures, New Line Cinema and Walden Media to mixed reviews, but became a box office success with a worldwide gross of nearly $335 million, surpassing its predecessor. Journey 2: The Mysterious Island was released on DVD/Blu-ray on June 5, 2012.",is journey 2 the mysterious island a sequel,Yes,No,-3.122727394104000,-3.151825428009030
131,"English words without vowels -- English orthography typically represents vowel sounds with the five conventional vowel letters ⟨a, e, i, o, u⟩, as well as ⟨y⟩, which may also be a consonant depending on context. However, outside of abbreviations, there are a handful of words in English that do not have vowels, either because the vowel sounds are not written with vowel letters or because the words themselves are pronounced without vowel sounds.",can there be a word without a vowel,Yes,No,-2.941992998123170,-3.0374841690063500
132,"United States Bill of Rights -- The Bill of Rights is the first ten amendments to the United States Constitution. Proposed following the often bitter 1787--88 battle over ratification of the U.S. Constitution, and crafted to address the objections raised by Anti-Federalists, the Bill of Rights amendments add to the Constitution specific guarantees of personal freedoms and rights, clear limitations on the government's power in judicial and other proceedings, and explicit declarations that all powers not specifically delegated to Congress by the Constitution are reserved for the states or the people. The concepts codified in these amendments are built upon those found in several earlier documents, including the Virginia Declaration of Rights and the English Bill of Rights, along with earlier documents such as Magna Carta (1215). In practice, the amendments had little impact on judgments by the courts for the first 150 years after ratification.",was the bill of rights in the constitution,No,Yes,-2.8893017768859900,-3.091090202331540
133,"Double jeopardy -- Conversely, double jeopardy comes with a key exception. Under the dual sovereignty doctrine, multiple sovereigns can indict a defendant for the same crime. The federal and state governments can have overlapping criminal laws, so a criminal offender may be convicted in individual states and federal courts for exactly the same crime or for different crimes arising out of the same facts. However, in 2016, the Supreme Court held that Puerto Rico is not a separate sovereign for purposes of the Double Jeopardy Clause. The dual sovereignty doctrine has been the subject of substantial scholarly criticism.",can you be arrested for the same crime twice,Yes,No,-2.9994232654571500,-2.793454647064210
134,"Red Dead -- Red Dead is a series of Western-themed action-adventure video games developed by Rockstar San Diego and published by Rockstar Games. The first game, titled Red Dead Revolver, was originally released for PlayStation 2 and Xbox in May 2004. The second game, Red Dead Redemption, was released for PlayStation 3 and Xbox 360 in May 2010 to wide critical acclaim, and is considered one of the best video games of all time. The third entry in the series, Red Dead Redemption 2, is scheduled to be released for PlayStation 4 and Xbox One on October 26, 2018.",is red dead revolver related to red dead redemption,Yes,No,-2.7770493030548100,-2.7195944786071800
135,"Ovarian pregnancy -- Ovarian pregnancy refers to an ectopic pregnancy that is located in the ovary. Typically the egg cell is not released or picked up at ovulation, but fertilized within the ovary where the pregnancy implants. Such a pregnancy usually does not proceed past the first four weeks of pregnancy. An untreated ovarian pregnancy causes potentially fatal intra-abdominal bleeding and thus may become a medical emergency.",can you have an ectopic pregnancy in your ovary,Yes,No,-2.477485179901120,-3.2780370712280300
136,"The Shape of Water -- The Shape of Water is a 2017 American romantic dark fantasy drama film directed by Guillermo del Toro and written by del Toro and Vanessa Taylor. It stars Sally Hawkins, Michael Shannon, Richard Jenkins, Doug Jones, Michael Stuhlbarg, and Octavia Spencer. Set in Baltimore, Maryland in 1962, the story follows a mute custodian at a high-security government laboratory who falls in love with a captured humanoid amphibian creature. Filming took place in Ontario, Canada, between August and November 2016.",is the shape of water movie based on a book,No,Yes,-2.7569730281829800,-2.8989028930664100
137,"Crash (2004 film) -- Farhad locates Daniel's house and waits in ambush. As he confronts Daniel with his gun in hand, Lara jumps into Daniel's arms, attempting to protect her father with the ``invisible cloak.'' Daniel's wife Elizabeth runs out the front door and watches in horror as Farhad shoots Lara. Daniel clutches his daughter as Fahrad stands shocked as both realized she has not been hit by any bullet. Daniel runs into the house with his wife and daughter, leaving Fahrad outside. Farhad later tells his daughter that he believes the little girl was his guardian angel, preventing him from committing a terrible crime. Dorri is then shown with the box of bullets she had purchased, labeled as blanks.",does the little girl in the movie crash die,No,Yes,-2.521583080291750,-3.504087448120120
138,"Salt water taffy -- Salt water taffy is composed of sugar, cornstarch, corn syrup, glycerine, water, butter, salt, natural and/or artificial flavor, and food color. Some examples of flavoring include vanilla, lemon, maple, banana, red licorice, watermelon, raspberry or mint extracts. Despite its name, the taffy contains no salt water (seawater), but does contain both salt and water.",is salt water taffy made with ocean water,No,Yes,-2.2356855869293200,-3.494912624359130
139,"Membranous glomerulonephritis -- 85% of MGN cases are classified as primary membranous glomerulonephritis--that is to say, the cause of the disease is idiopathic (of unknown origin or cause). This can also be referred to as idiopathic membranous nephropathy. One study has identified antibodies to an M-type phospholipase A receptor in 70% (26 of 37) cases evaluated. Other studies have implicated neutral endopeptidase and cationic bovine serum albumin as antigens.",is membranous nephropathy the same as membranous glomerulonephritis,Yes,No,-2.818911552429200,-2.904554843902590
140,"A (Pretty Little Liars) -- Spencer joined the A-Team briefly near the ending of the third season after having been invited by Mona at the Radley while hospitalized. Initially, Spencer was extremely determined to be part of the team. However, she later unfolds the truth behind the disappearance of Toby and became a double agent as well. Likewise Toby, she got kicked off from the team. She is the ``A'' who kidnapped Malcolm, causing a break up between Ezra and Aria.",is spencer on the a team pretty little liars,Yes,No,-3.203964948654180,-3.2958054542541500
141,"Minutes -- Usually, one of the first items in an order of business or an agenda for a meeting is the reading and approval of the minutes from the previous meeting. If the members of the group agree (usually by unanimous consent) that the written minutes reflect what happened at the previous meeting, then they are approved, and the fact of their approval is recorded in the minutes of the current meeting. If there are significant errors or omissions, then the minutes may be redrafted and submitted again at a later date. Minor changes may be made immediately using the normal amendment procedures, and the amended minutes may be approved ``as amended''. It is normally appropriate to send a draft copy of the minutes to all the members in advance of the meeting so that the meeting is not delayed by a reading of the draft.",do minutes of a meeting have to be approved,No,Yes,-3.288800001144410,-2.8516693115234400
142,"Eye (cyclone) -- The eye is a region of mostly calm weather at the center of strong tropical cyclones. The eye of a storm is a roughly circular area, typically 30--65 km (20--40 miles) in diameter. It is surrounded by the eyewall, a ring of towering thunderstorms where the most severe weather and highest winds occur. The cyclone's lowest barometric pressure occurs in the eye and can be as much as 15 percent lower than the pressure outside the storm.",is the eye of a hurricane low pressure,Yes,No,-2.427318572998050,-3.2479543685913100
143,"Seoul -- Seoul (/soʊl/, like soul; Korean: 서울 (sʌ.ul) ( listen); lit. ``Capital''), officially the Seoul Special City, is the capital and largest metropolis of South Korea. With surrounding Incheon metropolis and Gyeonggi province, Seoul forms the heart of the Seoul Capital Area, home to roughly half of the country's population. Seoul is ranked as the fourth largest metropolitan economy in the world and is larger than London and Paris.",is seoul the largest city in the world,No,Yes,-2.960395097732540,-3.1302237510681200
144,"Offside (association football) -- There is no offside offence if a player receives the ball directly from a goal kick, a corner kick, a throw-in, or a dropped ball. It is also not an offence if the ball was last deliberately played by an opponent (except for a deliberate save). In this context, according to the IFAB, ``A 'save' is when a player stops, or attempts to stop, a ball which is going into or very close to the goal with any part of the body except the hands/arms (unless the goalkeeper within the penalty area).''",can a player be offsides on a throw in,No,Yes,-3.0163216590881300,-3.655190944671630
